,voter_name,gender,candidate_id,region_id,candidate_name,party_id,province,party_name,vote_values
6562,Valérie Lucas,female,3,30,Nando Gauthier,3,Nusa Tenggara Timur,Partai Amanat Indonesia,1
6563,Jürgen Masson,male,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
6564,Rosaria Dupuis,female,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
6565,Nora Bertrand,female,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
6566,Viviane Lambert,female,1,25,Jasmina Lemoine,1,Sulawesi Selatan,Partai Sosial Demokrasi Indonesia,1
6567,Henriette Schmitt,female,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
6568,Lino Fleury,male,2,19,Dylan Dufour,2,Kalimantan Selatan,Partai Republik Nasionalis Nusantara,1
6569,Lena Roy,female,3,8,Nando Gauthier,3,Kep. Bangka Belitung,Partai Amanat Indonesia,1
6570,Gianna Dumas,female,4,34,Pirmin Petit,4,Papua,Partai Kerjasama dan Utusan Rakyat,1
6571,Arianna Brun,female,2,6,Dylan Dufour,2,Jambi,Partai Republik Nasionalis Nusantara,1
6572,Adam Boyer,male,3,21,Nando Gauthier,3,Kalimantan Utara,Partai Amanat Indonesia,1
6573,Maëlle Leroy,female,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6574,Giovanna Vidal,female,3,21,Nando Gauthier,3,Kalimantan Utara,Partai Amanat Indonesia,1
6575,Piero Vidal,male,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
6576,Julia Carpentier,female,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
6577,Vito Blanc,male,2,1,Dylan Dufour,2,Aceh,Partai Republik Nasionalis Nusantara,1
6578,Nicola Lambert,male,3,32,Nando Gauthier,3,Maluku Utara,Partai Amanat Indonesia,1
6579,Brian Sanchez,male,2,30,Dylan Dufour,2,Nusa Tenggara Timur,Partai Republik Nasionalis Nusantara,1
6580,Gertrud Vidal,female,1,26,Jasmina Lemoine,1,Sulawesi Barat,Partai Sosial Demokrasi Indonesia,1
6581,Patrik Bertrand,male,1,29,Jasmina Lemoine,1,Nusa Tenggara Barat,Partai Sosial Demokrasi Indonesia,1
6582,Raymond Duval,male,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
6583,Mark Berger,male,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
6584,Catia Olivier,female,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
6585,Elmar Roger,male,2,20,Dylan Dufour,2,Kalimantan Timur,Partai Republik Nasionalis Nusantara,1
6586,Marcelle Meyer,female,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
6587,Antonino Giraud,male,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
6588,Milica Girard,female,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
6589,Fabio Lucas,male,4,25,Pirmin Petit,4,Sulawesi Selatan,Partai Kerjasama dan Utusan Rakyat,1
6590,Salvatore Bernard,male,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
6591,Gianna Meunier,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6592,Silvana Louis,female,4,3,Pirmin Petit,4,Sumatera Barat,Partai Kerjasama dan Utusan Rakyat,1
6593,Jane Brun,female,3,22,Nando Gauthier,3,Sulawesi Utara,Partai Amanat Indonesia,1
6594,Silas Roche,male,4,31,Pirmin Petit,4,Maluku,Partai Kerjasama dan Utusan Rakyat,1
6595,Colin Dupuis,male,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6596,Suzana Guillaume,female,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
6597,Fabian Fabre,male,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6598,Mina Bourgeois,female,2,15,Dylan Dufour,2,DI Yogyakarta,Partai Republik Nasionalis Nusantara,1
6599,Besnik Rey,male,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
6600,Livio Gauthier,male,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6601,Stéphanie Blanc,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6602,Johan Nguyen,male,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
6603,Lara Fournier,female,1,5,Jasmina Lemoine,1,Kep. Riau,Partai Sosial Demokrasi Indonesia,1
6604,Ramon Berger,male,1,5,Jasmina Lemoine,1,Kep. Riau,Partai Sosial Demokrasi Indonesia,1
6605,Eline Roux,female,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
6606,Dorian Robin,male,4,24,Pirmin Petit,4,Sulawesi Tengah,Partai Kerjasama dan Utusan Rakyat,1
6607,Francesca Lefevre,female,3,15,Nando Gauthier,3,DI Yogyakarta,Partai Amanat Indonesia,1
6608,Nadja Simon,female,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
6609,Moreno Dufour,male,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
6610,Mael Lopez,male,2,24,Dylan Dufour,2,Sulawesi Tengah,Partai Republik Nasionalis Nusantara,1
6611,Dana Colin,female,4,30,Pirmin Petit,4,Nusa Tenggara Timur,Partai Kerjasama dan Utusan Rakyat,1
6612,Hasan Francois,male,1,3,Jasmina Lemoine,1,Sumatera Barat,Partai Sosial Demokrasi Indonesia,1
6613,Reto Da Silva,male,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
6614,Ahmad Francois,male,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
6615,Nico Guillaume,male,2,33,Dylan Dufour,2,Papua Barat,Partai Republik Nasionalis Nusantara,1
6616,Ahmad Marie,male,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
6617,Steven Blanchard,male,3,6,Nando Gauthier,3,Jambi,Partai Amanat Indonesia,1
6618,Marija Lemoine,female,3,9,Nando Gauthier,3,Bengkulu,Partai Amanat Indonesia,1
6619,Heidy Garnier,female,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
6620,Maya Marchand,female,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
6621,Helga Richard,female,1,18,Jasmina Lemoine,1,Kalimantan Tengah,Partai Sosial Demokrasi Indonesia,1
6622,Patrick Roche,male,3,22,Nando Gauthier,3,Sulawesi Utara,Partai Amanat Indonesia,1
6623,Hilda Fernandez,female,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
6624,Aurélie Marchand,female,1,6,Jasmina Lemoine,1,Jambi,Partai Sosial Demokrasi Indonesia,1
6625,Frank Brunet,male,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
6626,Dominique Sanchez,male,4,6,Pirmin Petit,4,Jambi,Partai Kerjasama dan Utusan Rakyat,1
6627,Georgios Lacroix,male,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
6628,Salome Lucas,female,2,34,Dylan Dufour,2,Papua,Partai Republik Nasionalis Nusantara,1
6629,Tatjana Bernard,female,1,8,Jasmina Lemoine,1,Kep. Bangka Belitung,Partai Sosial Demokrasi Indonesia,1
6630,Nevio Dumas,male,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
6631,Joao Jean,male,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
6632,Lucette Marchand,female,1,22,Jasmina Lemoine,1,Sulawesi Utara,Partai Sosial Demokrasi Indonesia,1
6633,Tania Dufour,female,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
6634,Dragica Louis,female,1,3,Jasmina Lemoine,1,Sumatera Barat,Partai Sosial Demokrasi Indonesia,1
6635,Elio Martin,male,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
6636,Dejan Roussel,male,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
6637,Antonio Martin,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
6638,Anja Nguyen,female,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
6639,Naser Lemaire,male,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
6640,Corinne Roy,female,2,20,Dylan Dufour,2,Kalimantan Timur,Partai Republik Nasionalis Nusantara,1
6641,Emil Vincent,male,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
6642,Adnan Nicolas,male,4,20,Pirmin Petit,4,Kalimantan Timur,Partai Kerjasama dan Utusan Rakyat,1
6643,Amanda Blanc,female,3,15,Nando Gauthier,3,DI Yogyakarta,Partai Amanat Indonesia,1
6644,Malik Picard,male,3,32,Nando Gauthier,3,Maluku Utara,Partai Amanat Indonesia,1
6645,Sabrina Boyer,female,1,5,Jasmina Lemoine,1,Kep. Riau,Partai Sosial Demokrasi Indonesia,1
6646,Riccardo Lefebvre,male,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6647,Josiane Muller,female,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
6648,Ginette Lopez,female,3,25,Nando Gauthier,3,Sulawesi Selatan,Partai Amanat Indonesia,1
6649,Gaëlle Morel,female,3,15,Nando Gauthier,3,DI Yogyakarta,Partai Amanat Indonesia,1
6650,Evelyn Petit,female,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
6651,Alban Fernandez,male,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
6652,Diego Riviere,male,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
6653,Jelena Berger,female,4,20,Pirmin Petit,4,Kalimantan Timur,Partai Kerjasama dan Utusan Rakyat,1
6654,Marlies Girard,female,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
6655,Louis Brunet,male,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
6656,Mélanie Roussel,female,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
6657,Jenny Adam,female,2,7,Dylan Dufour,2,Sumatera Selatan,Partai Republik Nasionalis Nusantara,1
6658,Elena Gautier,female,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
6659,Cornelia Denis,female,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
6660,Gioia Fleury,female,4,32,Pirmin Petit,4,Maluku Utara,Partai Kerjasama dan Utusan Rakyat,1
6661,Élisabeth Mercier,female,3,21,Nando Gauthier,3,Kalimantan Utara,Partai Amanat Indonesia,1
6662,Tara Marie,female,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
6663,Annette Gaillard,female,2,30,Dylan Dufour,2,Nusa Tenggara Timur,Partai Republik Nasionalis Nusantara,1
6664,Tiziana Perrin,female,1,9,Jasmina Lemoine,1,Bengkulu,Partai Sosial Demokrasi Indonesia,1
6665,Heidy Menard,female,3,20,Nando Gauthier,3,Kalimantan Timur,Partai Amanat Indonesia,1
6666,Murielle Thomas,female,4,26,Pirmin Petit,4,Sulawesi Barat,Partai Kerjasama dan Utusan Rakyat,1
6667,Mina Moreau,female,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
6668,Ronja Roche,female,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
6669,Susana Carpentier,female,4,12,Pirmin Petit,4,Jawa Barat,Partai Kerjasama dan Utusan Rakyat,1
6670,Violeta Roux,female,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
6671,Jeton Morel,male,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
6672,Sandro Rodriguez,male,3,9,Nando Gauthier,3,Bengkulu,Partai Amanat Indonesia,1
6673,Joanna David,female,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
6674,Jane Menard,female,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
6675,Vincenza Perrin,female,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
6676,Sigrid Dubois,female,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
6677,Josef Fernandez,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
6678,Cindy Blanchard,female,4,12,Pirmin Petit,4,Jawa Barat,Partai Kerjasama dan Utusan Rakyat,1
6679,Rose-Marie Aubert,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
6680,Adrien Laurent,male,3,6,Nando Gauthier,3,Jambi,Partai Amanat Indonesia,1
6681,Hassan Fournier,male,2,1,Dylan Dufour,2,Aceh,Partai Republik Nasionalis Nusantara,1
6682,Éliane Leclerc,female,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
6683,Lucette Arnaud,female,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
6684,Aurora Rousseau,female,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
6685,Elias Deschamps,male,2,17,Dylan Dufour,2,Kalimantan Barat,Partai Republik Nasionalis Nusantara,1
6686,Emanuela Bertrand,female,2,15,Dylan Dufour,2,DI Yogyakarta,Partai Republik Nasionalis Nusantara,1
6687,Andres Marchand,male,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6688,Tiffany Meyer,female,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
6689,Christoph Gauthier,male,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
6690,Zita Dubois,female,1,11,Jasmina Lemoine,1,DKI Jakarta,Partai Sosial Demokrasi Indonesia,1
6691,Marcia Dumas,female,3,6,Nando Gauthier,3,Jambi,Partai Amanat Indonesia,1
6692,Noël Sanchez,male,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
6693,Michelle Duval,female,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
6694,Josiane Chevalier,female,4,15,Pirmin Petit,4,DI Yogyakarta,Partai Kerjasama dan Utusan Rakyat,1
6695,Tatiana Robert,female,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
6696,Nada Leroux,female,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
6697,Agnes Joly,female,4,6,Pirmin Petit,4,Jambi,Partai Kerjasama dan Utusan Rakyat,1
6698,Renato Girard,male,4,29,Pirmin Petit,4,Nusa Tenggara Barat,Partai Kerjasama dan Utusan Rakyat,1
6699,Loris Marchand,male,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
6700,Anne Aubert,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6701,Leticia Fabre,female,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
6702,Charles David,male,2,21,Dylan Dufour,2,Kalimantan Utara,Partai Republik Nasionalis Nusantara,1
6703,Monica Michel,female,4,17,Pirmin Petit,4,Kalimantan Barat,Partai Kerjasama dan Utusan Rakyat,1
6704,Mélanie Roche,female,1,9,Jasmina Lemoine,1,Bengkulu,Partai Sosial Demokrasi Indonesia,1
6705,Flurina Boyer,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6706,Ibrahim Brun,male,3,32,Nando Gauthier,3,Maluku Utara,Partai Amanat Indonesia,1
6707,Mirco Morin,male,2,13,Dylan Dufour,2,Banten,Partai Republik Nasionalis Nusantara,1
6708,Livia Brun,female,3,28,Nando Gauthier,3,Bali,Partai Amanat Indonesia,1
6709,Joseph Henry,male,4,12,Pirmin Petit,4,Jawa Barat,Partai Kerjasama dan Utusan Rakyat,1
6710,Susan Roche,female,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
6711,Anabela Philippe,female,3,22,Nando Gauthier,3,Sulawesi Utara,Partai Amanat Indonesia,1
6712,Ruth Le Gall,female,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
6713,Sheila Fernandez,female,1,31,Jasmina Lemoine,1,Maluku,Partai Sosial Demokrasi Indonesia,1
6714,Bruno Carpentier,male,1,31,Jasmina Lemoine,1,Maluku,Partai Sosial Demokrasi Indonesia,1
6715,Beat Muller,male,3,30,Nando Gauthier,3,Nusa Tenggara Timur,Partai Amanat Indonesia,1
6716,Giuseppina Robert,female,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
6717,Chantal Aubert,female,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
6718,Eduardo Andre,male,4,14,Pirmin Petit,4,Jawa Tengah,Partai Kerjasama dan Utusan Rakyat,1
6719,Diane Da Silva,female,3,18,Nando Gauthier,3,Kalimantan Tengah,Partai Amanat Indonesia,1
6720,Joel Petit,male,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
6721,Lydia Masson,female,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
6722,Josip Blanchard,male,4,14,Pirmin Petit,4,Jawa Tengah,Partai Kerjasama dan Utusan Rakyat,1
6723,Silvano Gautier,male,1,12,Jasmina Lemoine,1,Jawa Barat,Partai Sosial Demokrasi Indonesia,1
6724,Carlos Garnier,male,3,23,Nando Gauthier,3,Gorontalo,Partai Amanat Indonesia,1
6725,Claudia Robert,female,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
6726,Julie Deschamps,female,3,32,Nando Gauthier,3,Maluku Utara,Partai Amanat Indonesia,1
6727,Gabriele Vidal,male,4,26,Pirmin Petit,4,Sulawesi Barat,Partai Kerjasama dan Utusan Rakyat,1
6728,Didier Roux,male,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6729,Arnaud Marchand,male,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6730,Francesca Nicolas,female,2,30,Dylan Dufour,2,Nusa Tenggara Timur,Partai Republik Nasionalis Nusantara,1
6731,Grégoire Francois,male,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
6732,Deniz Vidal,male,4,6,Pirmin Petit,4,Jambi,Partai Kerjasama dan Utusan Rakyat,1
6733,Stephan Arnaud,male,3,21,Nando Gauthier,3,Kalimantan Utara,Partai Amanat Indonesia,1
6734,Stephan Roux,male,4,27,Pirmin Petit,4,Sulawesi Tenggara,Partai Kerjasama dan Utusan Rakyat,1
6735,Ismail Dumas,male,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
6736,Nicolas Rousseau,male,1,11,Jasmina Lemoine,1,DKI Jakarta,Partai Sosial Demokrasi Indonesia,1
6737,Helga Fournier,female,1,22,Jasmina Lemoine,1,Sulawesi Utara,Partai Sosial Demokrasi Indonesia,1
6738,Albin Perrin,male,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
6739,Claire Marchand,female,2,7,Dylan Dufour,2,Sumatera Selatan,Partai Republik Nasionalis Nusantara,1
6740,Angelo Schmitt,male,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
6741,Luigi Barbier,male,2,19,Dylan Dufour,2,Kalimantan Selatan,Partai Republik Nasionalis Nusantara,1
6742,Marie-Thérèse Le Gall,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
6743,Luise Fontai,female,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
6744,Antoinette Schmitt,female,2,7,Dylan Dufour,2,Sumatera Selatan,Partai Republik Nasionalis Nusantara,1
6745,Jordan Carpentier,male,3,27,Nando Gauthier,3,Sulawesi Tenggara,Partai Amanat Indonesia,1
6746,Joaquim Gaillard,male,4,9,Pirmin Petit,4,Bengkulu,Partai Kerjasama dan Utusan Rakyat,1
6747,Gudrun Bertrand,female,3,34,Nando Gauthier,3,Papua,Partai Amanat Indonesia,1
6748,Till Leroux,male,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
6749,Mateo Henry,male,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
6750,Dominik Simon,male,2,26,Dylan Dufour,2,Sulawesi Barat,Partai Republik Nasionalis Nusantara,1
6751,Ernst Brunet,male,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
6752,Mike Marie,male,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
6753,Umberto Garcia,male,4,34,Pirmin Petit,4,Papua,Partai Kerjasama dan Utusan Rakyat,1
6754,Samantha Dupuis,female,3,30,Nando Gauthier,3,Nusa Tenggara Timur,Partai Amanat Indonesia,1
6755,Stefania Carpentier,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
6756,Lorik Arnaud,male,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
6757,Pius Masson,male,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
6758,Diogo Barbier,male,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
6759,Marinette Guillaume,female,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6760,Nadja Jean,female,4,9,Pirmin Petit,4,Bengkulu,Partai Kerjasama dan Utusan Rakyat,1
6761,Emily Gauthier,female,3,14,Nando Gauthier,3,Jawa Tengah,Partai Amanat Indonesia,1
6762,Rémy Lemoine,male,3,8,Nando Gauthier,3,Kep. Bangka Belitung,Partai Amanat Indonesia,1
6763,Jan Aubert,male,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
6764,Océane Dumas,female,3,25,Nando Gauthier,3,Sulawesi Selatan,Partai Amanat Indonesia,1
6765,Johan Mathieu,male,1,29,Jasmina Lemoine,1,Nusa Tenggara Barat,Partai Sosial Demokrasi Indonesia,1
6766,Liana Rey,female,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
6767,Franck Leclercq,male,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
6768,Salome Simon,female,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
6769,Gertrude Aubert,female,2,5,Dylan Dufour,2,Kep. Riau,Partai Republik Nasionalis Nusantara,1
6770,Aurelio Dufour,male,1,7,Jasmina Lemoine,1,Sumatera Selatan,Partai Sosial Demokrasi Indonesia,1
6771,Joana Gonzalez,female,4,29,Pirmin Petit,4,Nusa Tenggara Barat,Partai Kerjasama dan Utusan Rakyat,1
6772,Mirella Boyer,female,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
6773,Linus Leroy,male,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
6774,Karin Fournier,female,2,16,Dylan Dufour,2,Jawa Timur,Partai Republik Nasionalis Nusantara,1
6775,Giacomo Fontai,male,4,34,Pirmin Petit,4,Papua,Partai Kerjasama dan Utusan Rakyat,1
6776,Rosaria Perez,female,1,26,Jasmina Lemoine,1,Sulawesi Barat,Partai Sosial Demokrasi Indonesia,1
6777,Carmen Garcia,female,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
6778,Carmen Simon,female,4,18,Pirmin Petit,4,Kalimantan Tengah,Partai Kerjasama dan Utusan Rakyat,1
6779,Jeton Fleury,male,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
6780,Jamie Mathieu,male,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
6781,Dan Gaillard,male,2,28,Dylan Dufour,2,Bali,Partai Republik Nasionalis Nusantara,1
6782,Gabriele Vidal,female,3,11,Nando Gauthier,3,DKI Jakarta,Partai Amanat Indonesia,1
6783,Hermann Morel,male,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
6784,Ricardo Roux,male,4,31,Pirmin Petit,4,Maluku,Partai Kerjasama dan Utusan Rakyat,1
6785,Gianni Lemaire,male,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
6786,Ricardo Blanchard,male,1,1,Jasmina Lemoine,1,Aceh,Partai Sosial Demokrasi Indonesia,1
6787,Pascal Thomas,male,3,10,Nando Gauthier,3,Lampung,Partai Amanat Indonesia,1
6788,Natasa Roy,female,3,34,Nando Gauthier,3,Papua,Partai Amanat Indonesia,1
6789,Tom Fernandez,male,1,26,Jasmina Lemoine,1,Sulawesi Barat,Partai Sosial Demokrasi Indonesia,1
6790,Christine Fournier,female,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
6791,Carolina Durand,female,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
6792,Olaf Thomas,male,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
6793,Marlon Faure,male,2,16,Dylan Dufour,2,Jawa Timur,Partai Republik Nasionalis Nusantara,1
6794,Margarita Picard,female,3,9,Nando Gauthier,3,Bengkulu,Partai Amanat Indonesia,1
6795,Ilir Fernandez,male,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
6796,Alfredo Deschamps,male,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
6797,Sigrid Gerard,female,3,5,Nando Gauthier,3,Kep. Riau,Partai Amanat Indonesia,1
6798,Helga Gerard,female,3,23,Nando Gauthier,3,Gorontalo,Partai Amanat Indonesia,1
6799,Damaris Dupuis,female,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
6800,Chiara Laurent,female,2,27,Dylan Dufour,2,Sulawesi Tenggara,Partai Republik Nasionalis Nusantara,1
6801,Rosalia Legrand,female,2,12,Dylan Dufour,2,Jawa Barat,Partai Republik Nasionalis Nusantara,1
6802,Jacques Colin,male,2,9,Dylan Dufour,2,Bengkulu,Partai Republik Nasionalis Nusantara,1
6803,Carole Lopez,female,4,23,Pirmin Petit,4,Gorontalo,Partai Kerjasama dan Utusan Rakyat,1
6804,Paulina Schmitt,female,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
